stop_u,stop_v,max_c_weekday,min_c_weekday,max_c_weekend,min_c_weekend
"Wong Tai Sin Road,  Outside Wong Tai Sin Temple","Nga Chuk Street,  Outside Nga Yuen House,  Chuk Yuen South Estate",190.0,126.6666667,190.0,126.6666667
"Nga Chuk Street,  Outside Nga Yuen House,  Chuk Yuen South Estate","Chuk Yuen Road,  Opposite Chuk Yuen Indoor Games Hall",190.0,126.6666667,190.0,126.6666667
"Chuk Yuen Road,  Opposite Chuk Yuen Indoor Games Hall","Chuk Yuen Road,  Outside Baptist Rainbow Primary School",332.5,221.6666667,332.5,221.6666667
"Chuk Yuen Road,  Outside Baptist Rainbow Primary School","Chuk Yuen Road,  Outside Wang King House,  Tin Wang Court",332.5,221.6666667,332.5,221.6666667
"Chuk Yuen Road,  Outside Wang King House,  Tin Wang Court","Chuk Yuen Road,  Outside Chun Wai House,  Tin Ma Court",190.0,126.6666667,190.0,126.6666667
"Chuk Yuen Road,  Outside Chun Wai House,  Tin Ma Court","Junction Road,  Outside Hong Kong Baptist University Tennis Court",190.0,126.6666667,190.0,126.6666667
"Junction Road,  Outside Hong Kong Baptist University Tennis Court","Junction Road,  Opposite Kam Shing Road Recreation Ground",332.5,221.6666667,332.5,221.6666667
"Junction Road,  Opposite Kam Shing Road Recreation Ground","Cornwall Street,  Opposite Lockoo Garden",332.5,221.6666667,332.5,221.6666667
"Cornwall Street,  Opposite Lockoo Garden","Cornwall Street,  Opposite Cornwall Street",332.5,221.6666667,332.5,221.6666667
"Cornwall Street,  Opposite Cornwall Street","Tat Chee Avenue,  Ground Floor Of The Festival Walk",332.5,221.6666667,332.5,221.6666667
"Tat Chee Avenue,  Ground Floor Of The Festival Walk","Cornwall Street,  Outside Cornwall Street",332.5,221.6666667,332.5,221.6666667
"Cornwall Street,  Outside Cornwall Street",No. 10 Cornwall Street,332.5,221.6666667,332.5,221.6666667
No. 10 Cornwall Street,"Cornwall Street,  Outside Cornwall Terrace",332.5,221.6666667,332.5,221.6666667
"Cornwall Street,  Outside Cornwall Terrace","Junction Road,  Outside Kam Shing Road Recreation Ground",332.5,221.6666667,332.5,221.6666667
"Junction Road,  Outside Kam Shing Road Recreation Ground","Chuk Yuen Road,  Opposite Tin Wang Court Car Park",190.0,126.6666667,190.0,126.6666667
"Chuk Yuen Road,  Opposite Tin Wang Court Car Park","Chuk Yuen Road,  Outside Pang Ching Court",332.5,221.6666667,332.5,221.6666667
"Chuk Yuen Road,  Outside Pang Ching Court","Chuk Yuen Road,  Outside Chuk Yuen Indoor Games Hall",332.5,221.6666667,332.5,221.6666667
"Chuk Yuen Road,  Outside Chuk Yuen Indoor Games Hall","Nga Chuk Street,  Outside Chui Yuen House,  Chuk Yuen South Estate",190.0,126.6666667,190.0,126.6666667
"Nga Chuk Street,  Outside Chui Yuen House,  Chuk Yuen South Estate","Wong Tai Sin Road,  Outside Chui Yuen House,  Chuk Yuen South Estate",190.0,126.6666667,190.0,126.6666667
"Wong Tai Sin Road,  Outside Chui Yuen House,  Chuk Yuen South Estate","Fung Tak Road,  Opposite Wong Tai Sin Divisional Fire Station",190.0,126.6666667,190.0,126.6666667
"Fung Tak Road,  Opposite Wong Tai Sin Divisional Fire Station","Fung Tak Road,  Near Hang Seng Bank",190.0,126.6666667,190.0,126.6666667
"Fung Tak Road,  Near Hang Seng Bank","Fung Tak Road,  Opposite Fung Tak Estate Market",190.0,126.6666667,190.0,126.6666667
"Fung Tak Road,  Opposite Fung Tak Estate Market","Fung Tak Road,  Opposite Diamond Hill Baptist Church",190.0,126.6666667,190.0,126.6666667
"Fung Tak Road,  Opposite Diamond Hill Baptist Church","Fung Tak Road,  Near Chi Lin Nunnery",190.0,126.6666667,190.0,126.6666667
"Fung Tak Road,  Near Chi Lin Nunnery","Hammer Hill Road,  Opposite East Kowloon Chest Clinic",190.0,126.6666667,190.0,126.6666667
"Hammer Hill Road,  Opposite East Kowloon Chest Clinic","Grand View Garden,  Outside Tower 5",190.0,126.6666667,190.0,126.6666667
Kam Sheung Road Station Public Transport Interchange,Tai Hing Building,76.0,57.0,76.0,57.0
Tai Hing Building,Sheung Tsuen Park,76.0,57.0,76.0,57.0
Sheung Tsuen Park,"Castle Peak Road-Yuen Long,  Outside Kam Fung Building",76.0,57.0,76.0,57.0
"Castle Peak Road-Yuen Long,  Outside Kam Fung Building","Route Twisk,  Near Shek Kong Village",76.0,57.0,76.0,57.0
"Route Twisk,  Near Shek Kong Village",Yuen Long Station (North) Public Transport Interchange,76.0,57.0,76.0,57.0
Kam Sheung Road Station Public Transport Interchange,Sheung Tsuen Park,76.0,57.0,76.0,57.0
Sheung Tsuen Park,"Route Twisk,  Near Shek Kong Village",76.0,57.0,76.0,57.0
"Route Twisk,  Near Shek Kong Village",Sheung Tsuen Park,76.0,57.0,76.0,57.0
Sheung Tsuen Park,Kam Sheung Road Station Public Transport Interchange,76.0,57.0,76.0,57.0
"Junction Road,  Outside Kam Shing Road Recreation Ground","Chuk Yuen Road,  Near Fu Mei Street",142.5,95.0,142.5,95.0
"Chuk Yuen Road,  Outside Chuk Yuen Indoor Games Hall","Tsz Wan Shan Road,  Outside Wo Tin House,  Shatin Pass Estate",142.5,95.0,142.5,95.0
"Tsz Wan Shan Road,  Outside Wo Tin House,  Shatin Pass Estate","Tsz Wan Shan Road,  Outside Shun Tin House,  Shatin Pass Estate",142.5,95.0,142.5,95.0
"Tsz Wan Shan Road,  Outside Shun Tin House,  Shatin Pass Estate","Tsz Wan Shan Road,  Opposite Islamic Dharwood Pau Memorial School",142.5,95.0,142.5,95.0
"Tsz Wan Shan Road,  Opposite Islamic Dharwood Pau Memorial School",Tsz Wan Shan (North) Bus Terminus,142.5,95.0,142.5,95.0
Tsz Wan Shan (North) Bus Terminus,"Tsz Wan Shan Road,  Outside Ching Fai House,  Tsz Ching Estate",142.5,95.0,142.5,95.0
"Tsz Wan Shan Road,  Outside Oi Yin House,  Tsz Oi Court","Tsz Wan Shan Road,  Outside Islamic Dharwood Pau Memorial School",142.5,95.0,142.5,95.0
"Tsz Wan Shan Road,  Outside Islamic Dharwood Pau Memorial School","Tsz Wan Shan Road,  Opposite to Shun Tin House,  Shatin Pass Estate",142.5,95.0,142.5,95.0
"Tsz Wan Shan Road,  Opposite to Shun Tin House,  Shatin Pass Estate","Tsz Wan Shan Road,  Opposite to Electric Sub-station",142.5,95.0,142.5,95.0
"Tsz Wan Shan Road,  Opposite to Electric Sub-station","Shatin Pass Road,  Outside Wong Tai Sin Hospital",142.5,95.0,142.5,95.0
"Shatin Pass Road,  Outside Wong Tai Sin Hospital","Chuk Yuen Road,  Opposite Chuk Yuen Indoor Games Hall",142.5,95.0,142.5,95.0
"Chuk Yuen Road,  Outside Wang King House,  Tin Wang Court","Junction Road,  Outside Hong Kong Baptist University Tennis Court",142.5,95.0,142.5,95.0
Long Ping Station (Ma Wang Road),"Tai Shu Ha Road East,  near Tai Kei Leng",114.0,76.0,114.0,76.0
"Tai Shu Ha Road East,  near Tai Kei Leng","Fook Hong Street Public Light Bus Terminus,  Outside Kam Po Building",114.0,76.0,114.0,76.0
"Fook Hong Street Public Light Bus Terminus,  Outside Kam Po Building","Tai Shu Ha Road East,  Tin Hau Temple",114.0,76.0,114.0,76.0
"Tai Shu Ha Road East,  Tin Hau Temple","Tai Shu Ha Road East,  near Tai Kei Leng",114.0,76.0,114.0,76.0
"Tai Shu Ha Road East,  near Tai Kei Leng",Tong Tau Po Tsuen,114.0,76.0,114.0,76.0
Tong Tau Po Tsuen,"Tai Shu Ha Road East,  near Tai Kei Leng",228.0,152.0,228.0,152.0
"Tai Shu Ha Road East,  near Tai Kei Leng",Opposite Tong Tau Po Tsuen,228.0,152.0,228.0,152.0
Opposite Tong Tau Po Tsuen,"Tai Shu Ha Road East,  Tin Hau Temple",114.0,76.0,114.0,76.0
"Tai Shu Ha Road East,  Tin Hau Temple","Tai Shu Ha Road West,  opposite Tin Hau Temple",114.0,76.0,114.0,76.0
"Tai Shu Ha Road West,  opposite Tin Hau Temple",Tong Tau Po Tsuen,228.0,152.0,228.0,152.0
Tong Tau Po Tsuen,Hang Heung Cake Workshop,114.0,76.0,114.0,76.0
Hang Heung Cake Workshop,Opposite Sung Shan San Tsuen,114.0,76.0,114.0,76.0
Opposite Sung Shan San Tsuen,Kau Yuk Road,114.0,76.0,114.0,76.0
Kau Yuk Road,"Tai Shu Ha Road East,  near Tai Kei Leng",228.0,152.0,228.0,152.0
"Tai Shu Ha Road East,  near Tai Kei Leng",Shung Shan School,114.0,76.0,114.0,76.0
Shung Shan School,Sung Shan San Tsuen,114.0,76.0,114.0,76.0
Sung Shan San Tsuen,Opposite Tong Tau Po Tsuen,114.0,76.0,114.0,76.0
Opposite Tong Tau Po Tsuen,Shung Shan School,114.0,76.0,114.0,76.0
Shung Shan School,"Tai Shu Ha Road West,  opposite Tin Hau Temple",114.0,76.0,114.0,76.0
Opposite Tong Tau Po Tsuen,Hang Heung Cake Workshop,114.0,76.0,114.0,76.0
Hang Heung Cake Workshop,"Tai Shu Ha Road West,  opposite Tin Hau Temple",114.0,76.0,114.0,76.0
"Tai Shu Ha Road West,  opposite Tin Hau Temple",Kau Yuk Road,114.0,76.0,114.0,76.0
"Tai Shu Ha Road East,  near Tai Kei Leng",Hang Heung Cake Workshop,114.0,76.0,114.0,76.0
Hang Heung Cake Workshop,"Tai Shu Ha Road East,  Tin Hau Temple",114.0,76.0,114.0,76.0
"Tai Shu Ha Road East,  Tin Hau Temple",Tong Tau Po Tsuen,114.0,76.0,114.0,76.0
Tong Tau Po Tsuen,"Kik Yeung Road Bus Terminus,  Near Ontat Square",114.0,76.0,114.0,76.0
"Kik Yeung Road Bus Terminus,  Near Ontat Square",Long Ping Station (Ma Wang Road),114.0,76.0,114.0,76.0
Kowloon Station,"Ferry Street,  Outside Man Ying Building",209.0,152.0,190.0,152.0
"Ferry Street,  Outside Man Ying Building",Reclamation Street outside Prosperous Garden,209.0,152.0,190.0,152.0
Reclamation Street outside Prosperous Garden,Wing Sing Lane near Nathan Road,209.0,152.0,190.0,152.0
Wing Sing Lane near Nathan Road,Nathan Road house no. 501A-499,209.0,152.0,190.0,152.0
Nathan Road house no. 501A-499,Waterloo Road near Tung Fong Street,209.0,152.0,190.0,152.0
Waterloo Road near Tung Fong Street,"Waterloo Road,  Outside Kwong Wah Hospital Accident And Emergency Department",209.0,152.0,190.0,152.0
"Waterloo Road,  Outside Kwong Wah Hospital Accident And Emergency Department","Yim Po Fong Street,  Outside Lisa House",209.0,152.0,190.0,152.0
"Yim Po Fong Street,  Outside Lisa House","Luen Wan Street,  Mong Kok Rail Station",114.0,95.0,114.0,95.0
"Luen Wan Street,  Mong Kok Rail Station",Sai Yee Street no. 165,114.0,95.0,114.0,95.0
Sai Yee Street no. 165,Prince Edward Road West no. 171,114.0,95.0,114.0,95.0
Prince Edward Road West no. 171,Sai Yeung Choi Street no. 218,114.0,95.0,114.0,95.0
Sai Yeung Choi Street no. 218,Argyle Street no. 113,114.0,95.0,114.0,95.0
Argyle Street no. 113,"Waterloo Road,  Outside Man Kee Mansion",209.0,152.0,190.0,152.0
"Waterloo Road,  Outside Man Kee Mansion",Waterloo Road near Ho Ma Tin Street,114.0,95.0,114.0,95.0
Waterloo Road near Ho Ma Tin Street,Waterloo Road outside Yau Mai Tei MTR Station,114.0,95.0,114.0,95.0
Waterloo Road outside Yau Mai Tei MTR Station,Waterloo Road near Portland Street,209.0,152.0,190.0,152.0
Waterloo Road near Portland Street,Shanghai Street near Hi Lung Lane,209.0,152.0,190.0,152.0
Shanghai Street near Hi Lung Lane,Shanghai Street near Saigon Lane,209.0,152.0,190.0,152.0
Shanghai Street near Saigon Lane,"Jordan Road,  Luen Tak Building",209.0,152.0,190.0,152.0
"Jordan Road,  Luen Tak Building",Jordan Road near Canton Road,209.0,152.0,190.0,152.0
Jordan Road near Canton Road,Kowloon Station,209.0,152.0,190.0,152.0
"Fook Hong Street Public Light Bus Terminus,  Outside Kam Po Building",Bus lay-by on Yuen Long On Lok Road near Lamp Post No. AD 5095,142.5,76.0,142.5,76.0
Bus lay-by on Yuen Long On Lok Road near Lamp Post No. AD 5095,Fuk Hi Street,142.5,76.0,142.5,76.0
Fuk Hi Street,"Fuk Shun Street,  Near Shing Uk Tsuen",142.5,76.0,142.5,76.0
"Fuk Shun Street,  Near Shing Uk Tsuen",Long Ping Station (Ma Wang Road),142.5,76.0,142.5,76.0
Long Ping Station (Ma Wang Road),"Sau Fu Street,  opposite to Yuen Long Government Offices",142.5,76.0,142.5,76.0
"Sau Fu Street,  opposite to Yuen Long Government Offices","Fook Hong Street Public Light Bus Terminus,  Outside Kam Po Building",218.5,133.0,218.5,133.0
Fook Hong Street,Fung Chi Road,76.0,76.0,76.0,76.0
Fung Chi Road,Fuk Hi Street,76.0,76.0,76.0,76.0
Fuk Hi Street,Tung Tau Wai,76.0,76.0,76.0,76.0
Tung Tau Wai,Fuk Hi Street,76.0,76.0,76.0,76.0
Fuk Hi Street,Long Ping Road,76.0,76.0,76.0,76.0
Long Ping Road,Fook Hong Street,76.0,76.0,76.0,76.0
"Yim Po Fong Street,  Outside Lisa House",Argyle Street no. 113,95.0,57.0,76.0,57.0
"Waterloo Road,  Outside Man Kee Mansion","Ho Man Tin Street,  near Ho Ma Tin Mansion",95.0,57.0,76.0,57.0
"Ho Man Tin Street,  near Ho Ma Tin Mansion",Ho Man Tin Hill Road House no. 4,95.0,57.0,76.0,57.0
Ho Man Tin Hill Road House no. 4,Ho Man Tin Hill Road House no. 24,95.0,57.0,76.0,57.0
Ho Man Tin Hill Road House no. 24,Waterloo Road outside Yau Mai Tei MTR Station,95.0,57.0,76.0,57.0
"Sai Chuen Road,  Outside Fu Wong House,  Fu Cheong Estate",Yen Chow Street near Yee Kuk Street,162.8571429,126.6666667,162.8571429,126.6666667
Yen Chow Street near Yee Kuk Street,"Yen Chow Street,  Outside Dragon Centre",162.8571429,126.6666667,162.8571429,126.6666667
"Yen Chow Street,  Outside Dragon Centre","Cheung Sha Wan Road,  Outside Yee Kok Court",162.8571429,126.6666667,162.8571429,126.6666667
"Cheung Sha Wan Road,  Outside Yee Kok Court",Cheung Sha Wan Road near Fat Cheung Street,162.8571429,126.6666667,162.8571429,126.6666667
Cheung Sha Wan Road near Fat Cheung Street,"Cheung Sha Wan Road,  Outside Trade Square",162.8571429,126.6666667,162.8571429,126.6666667
"Cheung Sha Wan Road,  Outside Trade Square",Cheung Sha Wan Road near Cheung Sha Wan Path,162.8571429,126.6666667,162.8571429,126.6666667
Cheung Sha Wan Road near Cheung Sha Wan Path,No. 588 Castle Peak Road,162.8571429,126.6666667,162.8571429,126.6666667
No. 588 Castle Peak Road,Castle Peak Road near Tsap Fai Street,162.8571429,126.6666667,162.8571429,126.6666667
Castle Peak Road near Tsap Fai Street,Castle Peak Road near Hing Wah Street,162.8571429,126.6666667,162.8571429,126.6666667
Castle Peak Road near Hing Wah Street,Castle Peak Road near Wing Lung Street,162.8571429,126.6666667,162.8571429,126.6666667
Castle Peak Road near Wing Lung Street,Castle Peak Road near Tonkin Street,162.8571429,126.6666667,162.8571429,126.6666667
Castle Peak Road near Tonkin Street,Tonkin Street near Un Chau Street,162.8571429,126.6666667,162.8571429,126.6666667
Tonkin Street near Un Chau Street,Tonkin Street near Cheung Sha Wan MTR Station Exit A1,162.8571429,126.6666667,162.8571429,126.6666667
Tonkin Street near Cheung Sha Wan MTR Station Exit A1,Lai Chi Kok Road outside Lai Law House,162.8571429,126.6666667,162.8571429,126.6666667
Lai Chi Kok Road outside Lai Law House,No. 81 Kweilin Street,162.8571429,126.6666667,162.8571429,126.6666667
No. 81 Kweilin Street,No. 8 Yen Chow Street,162.8571429,126.6666667,162.8571429,126.6666667
No. 8 Yen Chow Street,"Sai Chuen Road,  Outside Fu Wong House,  Fu Cheong Estate",162.8571429,126.6666667,162.8571429,126.6666667
Castle Peak Road at the bus bay near San Tin Post Office,"Fook Hong Street Public Light Bus Terminus,  Outside Kam Po Building",285.0,285.0,285.0,285.0
"Fook Hong Street Public Light Bus Terminus,  Outside Kam Po Building",Castle Peak Road opposite to Lamp Post 4157FC,285.0,285.0,285.0,285.0
Castle Peak Road opposite to Lamp Post 4157FC,Castle Peak Road at the bus bay outside Tung Tau Tsuen,285.0,285.0,285.0,285.0
Castle Peak Road at the bus bay outside Tung Tau Tsuen,Castle Peak Road at the bus bay opposite to Lok Ma Chau (San Tin) Public Transport Interchange,285.0,285.0,285.0,285.0
Castle Peak Road at the bus bay opposite to Lok Ma Chau (San Tin) Public Transport Interchange,Castle Peak Road at the bus bay near Tung Shing Lei Road,285.0,285.0,285.0,285.0
Castle Peak Road at the bus bay near Tung Shing Lei Road,Castle Peak Road opposite to Lamp Post AD7512,285.0,285.0,285.0,285.0
Castle Peak Road opposite to Lamp Post AD7512,Castle Peak Road near Merry Garden,285.0,285.0,285.0,285.0
Castle Peak Road near Merry Garden,Castle Peak Road near Geranium Path,285.0,285.0,285.0,285.0
Castle Peak Road near Geranium Path,Lok Ma Chau Road opposite to Lamp Post BD1305,285.0,285.0,285.0,285.0
Lok Ma Chau Road opposite to Lamp Post BD1305,Castle Peak Road near Geranium Path,285.0,285.0,285.0,285.0
Castle Peak Road near Geranium Path,Castle Peak Road at the bus bay near San Tin Post Office,285.0,285.0,285.0,285.0
Castle Peak Road at the bus bay near San Tin Post Office,Lok Ma Chau Road opposite to Lamp Post BD0941,285.0,285.0,285.0,285.0
Lok Ma Chau Road opposite to Lamp Post BD0941,Castle Peak Road at the bus bay near San Tin Post Office,285.0,285.0,285.0,285.0
Castle Peak Road at the bus bay near San Tin Post Office,Castle Peak Road opposite to Lamp Post 4157FC,285.0,285.0,285.0,285.0
Castle Peak Road opposite to Lamp Post 4157FC,Lok Ma Chau Spur Line Public Transport Interchange,285.0,285.0,285.0,285.0
Lok Ma Chau Spur Line Public Transport Interchange,Castle Peak Road at the bus bay opposite to Lok Ma Chau (San Tin) Public Transport Interchange,285.0,285.0,285.0,285.0
Castle Peak Road at the bus bay opposite to Lok Ma Chau (San Tin) Public Transport Interchange,Castle Peak Road opposite to Lamp Post AD7512,285.0,285.0,285.0,285.0
Castle Peak Road opposite to Lamp Post AD7512,Lok Ma Chau Road opposite to Lamp Post BD1305,285.0,285.0,285.0,285.0
Lok Ma Chau Road opposite to Lamp Post BD1305,Lok Ma Chau Road opposite to Lamp Post BD0941,285.0,285.0,285.0,285.0
Lok Ma Chau Road opposite to Lamp Post BD0941,Ha Wan Tsuen,285.0,285.0,285.0,285.0
Ha Wan Tsuen,Lok Ma Chau Spur Line Public Transport Interchange,570.0,570.0,570.0,570.0
Lok Ma Chau Spur Line Public Transport Interchange,Ha Wan Tsuen,285.0,285.0,285.0,285.0
Lok Ma Chau Spur Line Public Transport Interchange,Lok Ma Chau Road near Lamp Post BD0941,285.0,285.0,285.0,285.0
Lok Ma Chau Road near Lamp Post BD0941,Lok Ma Chau Road near Lamp Post BD1305,285.0,285.0,285.0,285.0
Lok Ma Chau Road near Lamp Post BD1305,Castle Peak Road at the bus bay outside Lok Ma Chau (San Tin) Public Transport Interchange,285.0,285.0,285.0,285.0
Castle Peak Road at the bus bay outside Lok Ma Chau (San Tin) Public Transport Interchange,Castle Peak Road near Lamp Post AD7511,285.0,285.0,285.0,285.0
Castle Peak Road near Lamp Post AD7511,Castle Peak Road at the bus bay opposite to Tung Shing Lei,285.0,285.0,285.0,285.0
Castle Peak Road at the bus bay opposite to Tung Shing Lei,Castle Peak Road at the bus bay near San Tin Post Office,285.0,285.0,285.0,285.0
Castle Peak Road at the bus bay near San Tin Post Office,Castle Peak Road at the bus bay outside Yeung Uk Tsuen,285.0,285.0,285.0,285.0
Castle Peak Road at the bus bay outside Yeung Uk Tsuen,Castle Peak Road at the bus bay opposite to Pok Oi Hospital,285.0,285.0,285.0,285.0
Castle Peak Road at the bus bay opposite to Pok Oi Hospital,Castle Peak Road at the bus bay opposite to Tung Tau Tsuen,285.0,285.0,285.0,285.0
Castle Peak Road at the bus bay opposite to Tung Tau Tsuen,Castle Peak Road (Yuen Long) outside house no. 32,285.0,285.0,285.0,285.0
Castle Peak Road (Yuen Long) outside house no. 32,Castle Peak Road (Yuen Long) outside house no. 108,285.0,285.0,285.0,285.0
Castle Peak Road (Yuen Long) outside house no. 108,Sau Fu Street outside Yuen Long Government Offices,285.0,285.0,285.0,285.0
Sau Fu Street outside Yuen Long Government Offices,"Fook Hong Street Public Light Bus Terminus,  Outside Kam Po Building",285.0,285.0,285.0,285.0
Fu Cheong Estate,Yen Chow Street,114.0,114.0,114.0,114.0
Yen Chow Street,Kweilin Street,114.0,114.0,114.0,114.0
Kweilin Street,Yen Chow Street,114.0,114.0,114.0,114.0
Yen Chow Street,Fu Cheong Estate,114.0,114.0,114.0,114.0
MTR Cheung Sha Wan Station,"Lai Chi Kok Road,  Vegetable Marketing Organization",114.0,76.0,114.0,76.0
"Lai Chi Kok Road,  Vegetable Marketing Organization","Tonkin Street,  Sham Shui Po Park Swimming Pool",114.0,76.0,114.0,76.0
"Tonkin Street,  Sham Shui Po Park Swimming Pool",Ying Wa Primary School,114.0,76.0,114.0,76.0
Ying Wa Primary School,"Tonkin Street,  Sham Shui Po Park Swimming Pool",114.0,76.0,114.0,76.0
"Tonkin Street,  Sham Shui Po Park Swimming Pool","Tonkin Street,  Lai Kok Estate",114.0,76.0,114.0,76.0
