stop_u,max_c_weekday,min_c_weekday,max_c_weekend,min_c_weekend
"Lee On Road at the bus layby opposite Lee On Road fire station Shun Lee Tsuen Road,  Outside Lee Hong House,  Shun Lee Estate",114.0,76.0,114.0,76.0
No.62 Argyle Street,649.1666667,342.0,535.1666667,342.0
Argyle Street between Reclamation Street and Shanghai Street,269.1666667,114.0,269.1666667,114.0
"Pak Sang Building,  Tong Mi Raod",269.1666667,114.0,269.1666667,114.0
20-26 Fir Street,269.1666667,114.0,269.1666667,114.0
Ivy Street near Tai Kok Tsui Road,269.1666667,114.0,269.1666667,114.0
Tai Kok Tsui Road near Cosmopolitan Estates,269.1666667,114.0,269.1666667,114.0
"Chung Wui Street,  Outside Chung Wo Building",506.6666667,171.0,506.6666667,171.0
Fuk Tsun Street,269.1666667,114.0,269.1666667,114.0
Fife Street near Mong Kok Road,269.1666667,114.0,269.1666667,114.0
"Argyle Street,  Outside Sincere Building",497.1666667,190.0,383.1666667,190.0
Tai Kok Tsui Road near Chung Wui Street,142.5,57.0,142.5,57.0
Metro Harbourview,142.5,57.0,142.5,57.0
Tai Kok Tsui (Cherry Street) GMB Terminus,95.0,95.0,95.0,76.0
Cherry Street outside Florient Rise Tower 1,95.0,95.0,95.0,76.0
Ivy Street,475.0,209.0,475.0,190.0
Anchor Street outside House No. 8,95.0,95.0,95.0,76.0
Shanghai Street outside House No. 566,95.0,95.0,95.0,76.0
Shanghai Street outside House No. 388,95.0,95.0,95.0,76.0
Northern carriageway of Waterloo Road outside House No. 5A,95.0,95.0,95.0,76.0
Northern carriageway of Waterloo Road outside House No. 23,95.0,95.0,95.0,76.0
Waterloo Road outside Kwong Wah Hospital,95.0,95.0,95.0,76.0
Kwong Wah Street near Yin Chong Street,95.0,95.0,95.0,76.0
Yim Po Fong Street outside House No. 12,152.0,133.0,152.0,114.0
Mong Kok East Station,95.0,95.0,95.0,76.0
Prince Edward Road West outside House No. 171,95.0,95.0,95.0,76.0
Tung Chau Street,95.0,95.0,95.0,76.0
Eastern carriageway of Tai Kok Tsui Road at the bus stop opposite to House No. 181,95.0,95.0,95.0,76.0
Tai Kok Tsui Road outside Ivy Street Rest Garden,95.0,95.0,95.0,76.0
Tai Kok Tsui Road outside House No. 38,95.0,95.0,95.0,76.0
"Ka Wai Man Road,  near Sai Wan Estate",114.0,38.0,114.0,38.0
"Ka Wai Man Road,  Near Kennedy Town Police R & F Quarters",114.0,38.0,114.0,38.0
"Cadogan Street,  outside Cadogan Street Temporary Garden",114.0,38.0,114.0,38.0
No.8A-D Smithfield,114.0,38.0,114.0,38.0
Pokfield Road opposite University Height,114.0,38.0,114.0,38.0
Pok Fu Lam Road near Pokfield Road,114.0,38.0,114.0,38.0
No.89 Pok Fu Lam Road,114.0,38.0,114.0,38.0
No.79b Pok Fu Lam Road,114.0,38.0,114.0,38.0
No.47 Pok Fu Lam Road,114.0,38.0,114.0,38.0
No.470 Queen^s Road West,114.0,38.0,114.0,38.0
"Broadcast Drive,  Outside Block B,  Alice Court",76.0,57.0,76.0,45.6
"Broadcast Drive,  Outside Peninsular Heights",266.0,199.5,266.0,159.6
Broadcast Drive near Marconi Road,266.0,199.5,266.0,159.6
Wang Tau Hom Central Road,76.0,57.0,76.0,45.6
"Wang Tau Hom East Road,  outside Lok Fu MTR Station",76.0,57.0,76.0,45.6
"Wang Tau Hom East Road,  outside Wang Tak House,  Wang Tau Hom Estate",152.0,114.0,152.0,91.2
No.88 Junction Road,76.0,57.0,76.0,45.6
No.26 Junction Road,76.0,57.0,76.0,45.6
Tin Kwong Road near Farm Road,152.0,114.0,152.0,91.2
Ma Tau Wai Road naer Ma Hang Chung Road,304.0,133.0,190.0,121.6
Sheung Keung Road near Pau Chung Street,76.0,57.0,76.0,45.6
"To Kwa Wan Road,  Outside To Kwa Wan Mansion",76.0,57.0,76.0,45.6
No.243 To Kwa Wan Road,76.0,57.0,76.0,45.6
No.25 To Kwa Wan Road,76.0,57.0,76.0,45.6
Ma Tau Wai Road No. 103,76.0,57.0,76.0,45.6
No.39 Ma Tau Wai Road,76.0,57.0,76.0,45.6
"Ma Tau Wai Road,  Opposite Ka Lim Lau,  Ka Wai Chuen",76.0,57.0,76.0,45.6
No.28 Wuhu Street,76.0,57.0,76.0,45.6
No.23a Tak Man Street,76.0,57.0,76.0,45.6
Tak On Street near Tak Ting Street,76.0,57.0,76.0,45.6
Hung Hom Ferry Pier Bus Terminus,76.0,57.0,76.0,45.6
Oi King Street near Harbour Place,76.0,57.0,76.0,45.6
Hung Lok Road near Yan Yung Street,76.0,57.0,76.0,45.6
Hung Lai Road outside Royal Peninsular,76.0,57.0,76.0,45.6
Tak Man Street,76.0,57.0,76.0,45.6
No.20 Ma Tau Wai Road,76.0,57.0,76.0,45.6
No.60 Ma Tau Wai Road,76.0,57.0,76.0,45.6
No.156 Ma Tau Wai Road,76.0,57.0,76.0,45.6
"To Kwa Wan Road,  Outside Wearbest Building",76.0,57.0,76.0,45.6
Lok Shan Road,76.0,57.0,76.0,45.6
Ma Hang Chung Road near Ma Tau Wai Road,76.0,57.0,76.0,45.6
Tin Kwong Road near Ma Tau Wai Road,304.0,133.0,190.0,121.6
"Argyle Street,  Outside Hong Kong Eye Hospital",456.0,171.0,266.0,121.6
"Junction Road,  Opposite Man Sang Commercial Building",76.0,57.0,76.0,45.6
Junction Road At Lamp Post No.k9487,76.0,57.0,76.0,45.6
Junction Road At Lamp Post No.k8917,76.0,57.0,76.0,45.6
Junction Road near Carpenter Road,76.0,57.0,76.0,45.6
"Wang Tau Hom South Road,  Outside Wang Shun House,  Wang Tau Hom Estate",361.0,199.5,218.5,188.1
"Broadcast Drive,  Outside Radio Television Hong Kong Television House",238.8571429,133.0,238.8571429,121.6
"Broadcast Drive,  Opposite Radio Hong Kong Broadcasting House",238.8571429,133.0,238.8571429,121.6
"Po Lam Road,  Near King Ling College",152.0,99.13043478,152.0,99.13043478
"Sau Mau Ping Road,  opposite Sau Fai House",76.0,49.56521739,76.0,49.56521739
"Hiu Kwong Street,  opposite Sau Mei House",76.0,49.56521739,76.0,49.56521739
Leung Shek Chee College,133.0,106.56521739,133.0,106.56521739
"Hiu Kwong Street,  Outside Hiu Kwong Court",133.0,106.56521739,133.0,106.56521739
"Hiu Kwong Street,  Opposite Hiu Lai Court",133.0,106.56521739,133.0,106.56521739
"Hip Wo Street,  Cheung Wo Court",76.0,49.56521739,76.0,49.56521739
"Hip Wo Street,  near Cheung On House",76.0,49.56521739,76.0,49.56521739
Lei Yue Mun Road near Kwun Tong Recreation Ground,76.0,49.56521739,76.0,49.56521739
"Sau Mau Ping Road,  outside Sau Fai House",76.0,49.56521739,76.0,49.56521739
"Po Lam Road , near Anderson Road",76.0,49.56521739,76.0,49.56521739
Haven Of Hope Hospital,76.0,49.56521739,76.0,49.56521739
"Broadcast Drive,  Outside Alice Court",190.0,142.5,190.0,114.0
"Wang Tau Hom East Road Minibus Bay,  Near Wang Tau Hom Central Road",475.0,285.0,332.5,256.5
Wang Tau Hom South Road outside Wang Shun House,190.0,142.5,190.0,114.0
"Broadcast Drive,  Outside RTHK",190.0,142.5,190.0,114.0
"Sam Shing Street,  outside Hanford Garden",81.42857143,76.0,81.42857143,76.0
"Castle Peak Road-Castle Peak Bay,  Opposite The Salvation Army Sam Shing Chuen Lau Ng Ying School",695.7619047600001,551.0,695.7619047600001,551.0
Castle Peal Road-outside Castle Peak Bay Garden,581.76190476,456.0,581.76190476,456.0
"Castle Peak Road-Castle Peak Bay,  Outside Seaview Garden",518.42857143,418.0,518.42857143,418.0
"Castle Peak Road-Castle Peak Bay,  outside Castle Peak Bay Immigration Centre",581.7619047600001,456.0,581.7619047600001,456.0
"Castle Peak Road-Castle Peak Bay,  Outside Perowne Camp",581.76190476,456.0,581.76190476,456.0
"Castle Peak Road-So Kwun Wat,  opposite HK Gold Coast Marina Magic Shopping Mall",81.42857143,76.0,81.42857143,76.0
"Castle Peak Road- So Kwun Wat,  outside Kar Wo Seaview Garden",296.76190476,228.0,296.76190476,228.0
"Castle Peak Road-Tai Lam,  outside Siu Sau",144.76190476,114.0,144.76190476,114.0
"Castle Peak Road-Tai Lam,  Opposite Ivanhoe Villa",144.76190476,114.0,144.76190476,114.0
"Castle Peak Road-Tai Lam,  opposite CSD Married Staff Quarters",144.76190476,114.0,144.76190476,114.0
"Tsing Yi Road West,  Opposite Ching Wah Playground",157.42857143,152.0,157.42857143,152.0
"Tsing Yi Road West,  outside Hang Chui House of Cheung Hang Estate",81.42857143,76.0,81.42857143,76.0
Tsing Yi Station GMB Terminus,385.42857143000003,278.6666667,385.42857143000003,278.6666667
"Tsing Yi Road West,  Opposite Hang Chui House,  Cheung Hang Estate",157.42857143,152.0,157.42857143,152.0
"Tsing Yi Road West,  Outside Ching Wah Garden",157.42857143,152.0,157.42857143,152.0
"Castle Peak Road-Tai Lam,  Outside Tai Lam Chung Police Quarters",144.76190476,114.0,144.76190476,114.0
"Castle Peak Road-Tai Lam,  Outside Fiona Garden",81.42857143,76.0,81.42857143,76.0
"Castle Peak Road-Tai Lam,  outside The Aegean",81.42857143,76.0,81.42857143,76.0
"Castle Peak Road-Tai Lam,  Outside Peridot Court",144.76190476,114.0,144.76190476,114.0
"Castle Peak Road-So Kwun Wat,  Outside Hong Kong Gold Coast Phase 2",81.42857143,76.0,81.42857143,76.0
"Castle Peak Road-So Kwun Wat,  outside HK Gold Coast Marina Magic Shopping Malll",81.42857143,76.0,81.42857143,76.0
"Castle Peak Road-Castle Peak Bay,  Outside Tower 1,  Hong Kong Gold Coast",81.42857143,76.0,81.42857143,76.0
"Castle Peak Road-Castle Peak Bay,  Outside Cafeteria Old Beach Car Park",581.76190476,456.0,581.76190476,456.0
"Castle Peak Road-Castle Peak Bay,  Outside Bayview Terrace",81.42857143,76.0,81.42857143,76.0
"Castle Peak Road-Castle Peak Bay,  opposite Castle Peak Bay Garden",81.42857143,76.0,81.42857143,76.0
"Near The Lee Gardens Manulife Plaza,  Lan Fong Road",1026.0,515.7142858,931.0,380.0
Broadwood Road outside Villa Rocha,456.0,325.7142858,456.0,190.0
Broadwood Road outside Villa Lotto,456.0,325.7142858,456.0,190.0
Broadwood Road outside Broadwood Park,456.0,325.7142858,456.0,190.0
Tai Hang Road near Perkins Road,456.0,325.7142858,456.0,190.0
Tai Hang Road opposite Park Garden,456.0,325.7142858,456.0,190.0
"Chun Fai Road,  Outside Block 3,  Flora Garden",456.0,325.7142858,456.0,190.0
Moorsom Road near Aurizon,456.0,325.7142858,456.0,190.0
"Moorsom Road,  Outside Butler Garden",456.0,325.7142858,456.0,190.0
"Moorsom Road,  Outside Moorom Lodge",456.0,325.7142858,456.0,190.0
Broadwood Road outside The Colonnade,456.0,325.7142858,456.0,190.0
Link Road near Leighton Hill,646.0,468.2142858,598.5,304.0
Perkins Road No. 79,228.0,162.8571429,228.0,95.0
"Copper Road,  Opposite No.10",228.0,162.8571429,228.0,95.0
Creasy Road near Copper Road,228.0,162.8571429,228.0,95.0
"Pui Shing Road,  Outside Po Leung Kuk Fung Ching Memorial Primary School",684.0,304.0,722.0,304.0
"Po Lam Road North,  Outside King Min House,  King Lam Estate",228.0,76.0,228.0,76.0
"Yan King Road,  Outside Block 4,  Metro City Phase 2",228.0,76.0,228.0,76.0
Tsui Lam Indoor Creation Centre,456.0,152.0,456.0,152.0
"Po Lam Road North,  Opposite Tseung Kwan O West Low Level Salt Water Service Reservoir",228.0,76.0,228.0,76.0
"Po Lam Road North,  Opposite Po Yan House,  Po Lam Estate",722.0,209.0,722.0,209.0
"Po Ning Road,  Outside Fu Ning Garden",228.0,76.0,228.0,76.0
Tsui Lam Recreational Centre,114.0,57.0,114.0,57.0
"Po Fung Road,  outside Metro City Phase 2",494.0,133.0,494.0,133.0
"Ngau Chi Wan Street,  Opposite Fung Chak House,  Choi Wan Estate",570.0,228.0,380.0,228.0
"Clear Water Bay Road,  outside Hung Shek House,  Ping Shek Estate",912.0,429.69230769,722.0,429.69230769
"Clear Water Bay Road,  Outside Fei Fung House,  Choi Wan Estate",912.0,429.69230769,722.0,429.69230769
"Ngau Chi Wan Street,  Opposite Yok Yu House,  Choi Wan Estate",570.0,228.0,380.0,228.0
Clearwater Bay Road near Ching Nga Court,76.0,38.0,95.0,38.0
"Tai Au Mun Road,  Outside Clear Water Bay Garden",152.0,76.0,190.0,76.0
"Po Toi O Chuen Road,  Near Po Toi O",76.0,38.0,95.0,38.0
Clearwater Bay Road near its junction with Hang Hau Road,76.0,38.0,95.0,38.0
Chai Wan Station Bus Terminus,1451.6,608.0,1451.6,608.0
Wan Tsui Road East,121.6,114.0,121.6,114.0
Cape Collinson Road,121.6,114.0,121.6,114.0
Tai Tam Gap,395.2,380.0,395.2,380.0
Shek O Road,197.6,190.0,197.6,190.0
"Tai Tam Road,  Tai Tam Dam (North)",319.2,304.0,319.2,304.0
"Tai Tam Road,  near \\Tai Tam Reservoir Road",45.6,38.0,45.6,38.0
"Tai Tam Road,  outside The Red Hill Peninisula",197.6,190.0,197.6,190.0
Tai Tam Road,319.2,304.0,319.2,304.0
Stanley Village Road,395.2,380.0,395.2,380.0
"Stanley Beach Road,  Outside Tai Tam Village",319.2,304.0,319.2,304.0
"Cape Road,  Outside Lung Chun House,  Lung Yan Court",121.6,114.0,121.6,114.0
"Chung Hom Kok Road,  Outside Pacific View",167.2,152.0,167.2,152.0
"Chung Hom Kok Road,  Cheshire Home",45.6,38.0,45.6,38.0
"Tai Tam Road,  opposite to The Red Hill Peninisula",197.6,190.0,197.6,190.0
"Tai Tam Road,  Tai Tam Reservoir Road",197.6,190.0,197.6,190.0
Shan Tsui Court,121.6,114.0,121.6,114.0
"Chai Wan Road,  opposite to The Methodist Church Epworth Village Community Centre",577.6,380.0,577.6,380.0
"Fung Shing Street,  Outside Fung Shing Street Disciplined Services Quarters",456.0,315.69230769,456.0,315.69230769
"Fung Shing Street,  Outside Block 1,  Scenic View",342.0,201.69230769,342.0,201.69230769
"Ngau Chi Wan Street,  Opposite PLK Mrs. Chan Nam Chong Memorial Primary School)",228.0,87.69230769,228.0,87.69230769
"Fung Shing Street,  Scenic View",228.0,87.69230769,228.0,87.69230769
Ping Shek Public Transport Interchange,608.0,250.54945059000002,418.0,250.54945059000002
"Fung Shing Street,  outside Koon Yat House",513.0,277.69230769,418.0,277.69230769
"Tai Tam Road,  near Tai Tam Reservoir Road",152.0,152.0,152.0,152.0
"Fung Shing Street,  Outside Aria",114.0,114.0,114.0,114.0
"Wan Tsui Road,  Outside Fook Tsui House",218.5,190.0,218.5,190.0
Sai Wan War Cemetery,76.0,76.0,76.0,76.0
"Tai Tam Road,  Outside The Manhattan",76.0,76.0,76.0,76.0
Tai Tam Dam (North),76.0,76.0,76.0,76.0
"Tai Tam Road,  opposite to Shan Tsui Court",76.0,76.0,76.0,76.0
Tsui Lam Bus Terminus,522.5,152.0,522.5,152.0
"Po Lam Road North,  opposite to Hong Sing Garden",142.5,76.0,142.5,76.0
Po Lam Road near Ma Yau Tong Village,142.5,76.0,142.5,76.0
Po Lam Road outside Po Tat Estate,142.5,76.0,142.5,76.0
Sau Mau Ping Road near Sau Fai House,142.5,76.0,142.5,76.0
Lam Tin Station Public Transport Interchange,142.5,76.0,142.5,76.0
Kai Tin Road near Hong Tin Court,142.5,76.0,142.5,76.0
"Lin Tak Road,  outside Hong Yat Court",142.5,76.0,142.5,76.0
"Lin Tak Road,  Outside Choi Tin House,  Hing Tin Estate\n",142.5,76.0,142.5,76.0
Sau Mau Ping Road near Hiu Kwong Street\n,142.5,76.0,142.5,76.0
"Sau Mau Ping Road,  Outside Sau Mau Ping Estate Sau Fai House\n",142.5,76.0,142.5,76.0
Po Lam Road near Po Tat Estate,142.5,76.0,142.5,76.0
"Po Lam Road,  Opposite Ma Yau Tong Rural Committee",142.5,76.0,142.5,76.0
"Kowloon Hospital,  Outside Kowloon Hospital West Wing",325.7142858,285.0,325.7142858,152.0
Jockey Club Kowloon Rehabilitation Centre,325.7142858,285.0,325.7142858,152.0
Kowloon Hospital Rehabilitation Building,325.7142858,285.0,325.7142858,152.0
"Prince Edward Road West,  Outside St. Teresa^s Hospital",1465.7142858,703.0,990.7142858,532.0
"Prince Edward Road West,  Outside Edwardian Heights Phase Ii",1275.7142858,589.0,800.7142858,418.0
"Sai Yeung Choi Street South,  Outside Cheung Ling Mansion",162.8571429,142.5,162.8571429,76.0
"Argyle Street,  Opposite Sunshine Building",162.8571429,142.5,162.8571429,76.0
"Argyle Street,  Outside Central Kowloon Health Centre",162.8571429,142.5,162.8571429,76.0
"Hammer Hill Road,  Outside Grand View Garden Commercial And Car Park Block",1302.8571428999999,598.5,1302.8571428999999,598.5
"Hammer Hill Road,  Outside East Kowloon Chest Clinic",1530.8571428999999,763.1666667,1530.8571428999999,763.1666667
"Plaza Hollywood,  Ground Floor",1920.3571428999999,912.0,1492.8571428999999,912.0
"Po Kong Village Road. Opposite Fu Yan House,  Fu Shan Estate",542.8571429,256.5,542.8571429,256.5
"Tsz Wan Shan Road,  Opposite Tak Oi Secondary School",542.8571429,256.5,542.8571429,256.5
"Wai Wah Street,  Outside Tsz Wan Shan Shopping Centre",970.3571429,427.5,827.8571429,427.5
"Tsz Wan Shan Road,  Outside Oi Yin House,  Tsz Oi Court",522.5,237.5,522.5,237.5
"Tsz Wan Shan Road,  Outside Wo Tin House,  Shatin Pass Estate",522.5,237.5,522.5,237.5
"Tsz Wan Shan Road,  Outside CCC Kei Tsz Primary School",380.0,142.5,380.0,142.5
"Tsz Wan Shan Road,  Outside Oi Fu House,  Tsz Oi Court",380.0,142.5,380.0,142.5
"Tsz Wan Shan Road,  Outside Ching Fai House,  Tsz Ching Estate",1140.0,465.5,997.5,470.92857143000003
"Tsz Wan Shan Road,  Outside Ching Hong House,  Tsz Ching Estate",685.3571429,332.5,685.3571429,337.92857143000003
"Tsz Wan Shan Road,  Outside Lok Wah Street Playground",685.3571429,332.5,685.3571429,337.92857143000003
"Hammer Hill Road,  Outside Block C,  Sun Lai Garden",542.8571429,256.5,542.8571429,256.5
"Lei Yue Mun Road,  Outside Lam Tin Station",76.0,76.0,76.0,76.0
No.480 King^s Road,76.0,76.0,76.0,76.0
Regal Hong Kong Hotel,76.0,76.0,76.0,76.0
No.32 Morrison Hill Road,902.5,655.5,902.5,615.6
Yee Wo Street. No.2L,114.0,114.0,114.0,114.0
Ngan Mok Street,76.0,76.0,76.0,76.0
"Lei Yue Mun Road,  Lam Tin Station",76.0,76.0,76.0,76.0
Yan Ming Court,76.0,76.0,76.0,76.0
Hau Tak Shopping Centre,76.0,76.0,76.0,76.0
1 Macdonald Road,162.8571429,38.0,57.0,38.0
"Park Mansion,  Tramway Path",162.8571429,38.0,57.0,38.0
"Macdonnell Road,  Outside St. Pauls Co-educational College",162.8571429,38.0,57.0,38.0
65-73 Macdonald Road,162.8571429,38.0,57.0,38.0
"Hiram^s Highway,  Outside Cheng Chek Chee Secondary School",399.0,361.0,399.0,361.0
"Clear Water Bay Road,  Opposite Good Hope School",399.0,361.0,399.0,361.0
Hammer Hill Road (Southbound Section Between Lung Cheung Road And Choi Hung Roundabout),399.0,361.0,399.0,361.0
Choi Hung Public Transport Terminus,399.0,361.0,399.0,361.0
"Clear Water Bay Road,  Outside Ngau Chi Wan Civic Centre",399.0,361.0,399.0,361.0
"Clear Water Bay Road,  Outside Choi Wan Commercial Complex",399.0,361.0,399.0,361.0
"Clear Water Bay Road, Outside Good Hope School",399.0,361.0,399.0,361.0
"Hiram^s Highway,  Opposite Cheng Chek Chee Secondary School",399.0,361.0,399.0,361.0
"Hiram^s Highway,  opposite to Marina Cove Stage 2",399.0,361.0,399.0,361.0
"May Road Peak Tram Statiom,  West of Post Box No.58",228.0,152.0,228.0,152.0
"Near Dynasty Court,  Old Peak Road",228.0,152.0,228.0,152.0
"May Road Peak Tram Station,  Opposite Post Box No.58",114.0,76.0,114.0,76.0
Connaught Place outside Exchange Square,532.0,292.6,484.5,311.6
"Garden Terrace,  Robinson Road",114.0,76.0,114.0,76.0
Far East Finance Centre,114.0,76.0,114.0,76.0
"Tak Hong Street,  Under Whampoa Plaza",190.0,114.0,190.0,114.0
"Tak Man Street,  Outside King Fu Building",76.0,38.0,76.0,38.0
"Wuhu Street,  Outside Hung Hm Mansion",76.0,38.0,76.0,38.0
"Ma Tau Wai Road,  Outside Ka Yee Lau",76.0,38.0,76.0,38.0
"Ma Tau Wai Road,  Outside China Light And Power Company Limited",76.0,38.0,76.0,38.0
Ma Tau Wai Road after junction with Pak Kung Street,76.0,38.0,76.0,38.0
"No.232,  Ma Tau Wai Road",190.0,114.0,190.0,114.0
No.440 Ma Tau Wai Road,190.0,114.0,190.0,114.0
Ma Tau Wai Road No.56-61,190.0,114.0,190.0,114.0
Ma Tau Wai Road No.105,190.0,114.0,190.0,114.0
Argyle Street Playground,304.0,171.0,304.0,171.0
"No.373,  Prince Edward Road West",1197.0,475.0,722.0,437.0
Prince Edward Road West No.305-07,304.0,171.0,304.0,171.0
Prince Edward Road West No.287,304.0,171.0,304.0,171.0
Prince Edward Road West No.245A-257,190.0,114.0,190.0,114.0
Embankment Road,190.0,114.0,190.0,114.0
"Tai Hang Tung Road,  Opposite Royal Magnolia",190.0,114.0,190.0,114.0
Tong Yam Street No.15,190.0,114.0,190.0,114.0
Tai Hang Tung Road No. 112,190.0,114.0,190.0,114.0
Nam Tai House,76.0,38.0,76.0,38.0
To Yuen Street No.33,190.0,114.0,190.0,114.0
"Tat Chee Avenue,  Ground Floor Of The Festival Walk",807.5,592.1666667,807.5,592.1666667
Tai Hang Tung Road near Lung Chu Street,76.0,38.0,76.0,38.0
Tung Hoi House,76.0,38.0,76.0,38.0
"Tai Hang Tung Road,  Outside Concordia Lutheran Church & School",218.5,152.0,218.5,152.0
"Boundary Street,  outside Fa Hui Park",304.0,171.0,304.0,171.0
Boundary Street No. 113,190.0,114.0,190.0,114.0
La Salle Primary School,190.0,114.0,190.0,114.0
Boundary Street before College Road,190.0,114.0,190.0,114.0
Boundary Street No. 173,190.0,114.0,190.0,114.0
"Prince Edward Road West,  Outside Pearl House",190.0,114.0,190.0,114.0
"Ma Tau Chung Road,  Sung Wong Toi Playground",190.0,114.0,190.0,114.0
Ma Tau Chung Road near Mok Cheong Street,190.0,114.0,190.0,114.0
"Ma Tau Wai Road,  Outside To Kwa Wan Market And Government",190.0,114.0,190.0,114.0
To Kwa Wan Road near Ngan Hon Street,190.0,114.0,190.0,114.0
Ma Tau Wai Road No.57,76.0,38.0,76.0,38.0
Ma Tau Wai Road No.39,76.0,38.0,76.0,38.0
"Ma Tau Wai Road,  Outside Hung Hom Complex",76.0,38.0,76.0,38.0
"Tak Man Street,  Outside Tak Man Building",76.0,38.0,76.0,38.0
Pak Kong,76.0,38.0,76.0,38.0
"Ho Chung Road,  Outside Ho Chung",152.0,76.0,152.0,76.0
"Hiram^s Highway,  opposite to Marina Cove",76.0,38.0,76.0,38.0
"Yi Chun Street,  Opposite Sai Kung Market",76.0,38.0,76.0,38.0
"Yi Chun Street,  Outside Tung Yuen Restaurant",741.0,266.0,741.0,254.6
"Hiram^s Highway,  outside Marina Cove",76.0,38.0,76.0,38.0
KAI HAM,76.0,38.0,76.0,38.0
Sai Wan Ho (Grand Promenade) Public Transport Terminus,380.0,190.0,380.0,190.0
"Tai On Street,  Entrance To Sai Wan Ho Market",380.0,190.0,380.0,190.0
"Shau Kei Wan Road,  East Of Holy Cross Path",380.0,190.0,380.0,190.0
No.275 Shau Kei Wan Road,380.0,190.0,380.0,190.0
No.345 Shau Kei Wan Road,380.0,190.0,380.0,190.0
"Chai Wan Road,  Hing Man Industrial Centre",665.0,266.0,665.0,266.0
"Chai Wan Road,  Outside Winner Centre",1121.0,456.0,1121.0,456.0
"Chai Wan Road,  Outside Walton Estate",1121.0,456.0,1121.0,456.0
"Chai Wan Road,  Outside Yu Wan Estate",665.0,266.0,665.0,266.0
"Fung Yip Street,  Outside Kailey Industrial Centre",570.0,209.0,570.0,209.0
"Sun Yip Street,  Outside Commercial Tower 8",2071.0,918.3333334,1786.0,893.0
"Chai Wan Road,  Outside Lok Hin Terrace",741.0,342.0,741.0,342.0
"Chai Wan Road,  Outside Hing Wah Estate Yu Hing House",665.0,266.0,665.0,266.0
"Chai Wan Road,  Hing Man Estate",665.0,266.0,665.0,266.0
"Chai Wan Road,  Shau Kei Wan Primary School",380.0,190.0,380.0,190.0
No.426 Shau Kei Wan Road,380.0,190.0,380.0,190.0
No.362 Shau Kei Wan Road,380.0,190.0,380.0,190.0
No.326 Shau Kei Wan Road,380.0,190.0,380.0,190.0
